
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 800                   yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/marcello/Documents/zhaw/BAZL/DRACONIAN/Dymos/gemini_traj_v4_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    26049
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      223
                     variables with only lower bounds:       30
                variables with lower and upper bounds:      108
                     variables with only upper bounds:        0
Total number of equality constraints.................:      177
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  28  4.9036564e+00 4.45e+02 8.37e-01  -0.4 1.62e+03    -  1.00e+00 5.00e-01h  2
  29  4.2015464e+00 3.50e+02 2.78e-01  -0.4 1.51e+03    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  4.2289070e+00 2.95e+02 3.91e-01  -0.4 1.16e+03    -  1.00e+00 2.50e-01h  3
  31  4.6702504e+00 4.18e+02 2.22e-01  -0.4 1.29e+03    -  1.00e+00 5.00e-01h  2
  32  6.0431370e+00 3.23e+02 1.66e-01  -0.4 6.81e+02    -  1.00e+00 1.00e+00h  1
  33  6.1898118e+00 4.38e+02 2.11e-01  -0.4 8.81e+02    -  1.00e+00 1.00e+00h  1
  34  6.2162457e+00 4.52e+02 4.35e-01  -0.4 5.73e+02    -  1.00e+00 1.00e+00h  1
  35  6.2949900e+00 2.15e+02 3.11e-01  -0.4 6.36e+02    -  1.00e+00 1.00e+00h  1
  36  6.1919424e+00 2.76e+02 5.44e-01  -0.4 5.26e+02    -  1.00e+00 1.00e+00h  1
  37  5.6663633e+00 2.33e+02 8.99e-01  -0.4 4.83e+02    -  1.00e+00 1.00e+00h  1
  38  2.6684205e+00 4.23e+02 4.86e-01  -0.4 6.32e+02    -  1.00e+00 1.00e+00h  1
  39  4.8592005e+00 2.60e+02 5.01e-01  -0.4 5.51e+02    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  5.8432269e+00 2.03e+02 3.13e-01  -0.4 3.68e+02    -  1.00e+00 5.00e-01h  2
  41  5.9174930e+00 1.78e+02 2.62e-01  -0.4 6.47e+02    -  1.00e+00 2.50e-01h  3
  42  6.8862802e+00 1.91e+02 5.54e-01  -0.4 4.43e+02    -  1.00e+00 1.00e+00h  1
  43  6.8330744e+00 1.14e+02 3.30e-01  -0.4 3.55e+02    -  1.00e+00 5.00e-01h  2
  44  7.2281923e+00 1.08e+02 3.15e-01  -0.4 3.27e+02    -  1.00e+00 1.00e+00h  1
  45  7.3926477e+00 1.02e+02 1.56e-01  -0.4 2.88e+02    -  1.00e+00 1.00e+00h  1
  46  6.7595335e+00 2.35e+02 1.42e+01  -0.4 4.61e+02    -  1.00e+00 1.00e+00h  1
  47 -2.5213579e+01 1.28e+02 3.82e-01  -0.4 2.33e+02    -  1.00e+00 1.00e+00f  1
  48  6.9066310e+00 7.01e+01 1.67e-01  -1.1 2.50e+02    -  9.47e-01 1.00e+00h  1
  49  3.7569053e+00 2.47e+03 1.57e-01  -1.1 2.77e+03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  4.5916181e-01 1.69e+03 1.05e-01  -1.1 5.84e+03    -  9.73e-01 3.82e-01h  1
  51  1.4811117e+00 9.89e+02 1.17e-01  -1.1 1.80e+03    -  6.51e-01 1.00e+00h  1
  52  6.1212205e-01 2.46e+03 1.50e-01  -1.1 3.06e+03    -  9.89e-01 9.30e-01h  1
  53  7.7420570e-01 2.25e+03 3.96e-01  -1.1 1.21e+03    -  1.00e+00 1.00e+00h  1
  54  6.3825571e-01 1.67e+03 1.46e-01  -1.1 1.98e+03    -  1.00e+00 1.00e+00h  1
  55  7.6643182e-01 7.95e+02 4.47e-01  -1.1 1.72e+03    -  5.28e-01 1.00e+00h  1
  56 -1.4351985e+00 8.97e+02 1.79e-01  -1.1 3.55e+03    -  1.00e+00 1.00e+00h  1
  57 -2.7731740e-01 6.99e+02 1.06e-01  -1.1 2.50e+03    -  7.83e-01 5.00e-01h  2
  58 -1.8687713e-02 6.85e+02 1.40e-01  -1.1 2.47e+03    -  6.65e-01 2.50e-01h  3
  59  9.6577823e-02 6.09e+02 9.61e-02  -1.1 2.66e+03    -  7.83e-01 1.25e-01h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  5.3918569e-01 3.41e+02 1.92e-01  -1.1 2.51e+03    -  1.00e+00 5.00e-01h  2
  61  5.4429213e-01 3.12e+02 2.87e-01  -1.1 9.86e+02    -  6.66e-01 3.65e-01h  2
  62  1.1953283e-01 4.87e+02 1.27e-01  -1.1 5.59e+02    -  1.00e+00 4.75e-01h  2
  63  4.9654424e-01 4.13e+02 6.38e-01  -1.1 9.44e+02    -  9.72e-01 5.00e-01h  2
  64  5.1365023e-02 3.95e+02 1.53e-01  -1.1 1.30e+03    -  6.69e-01 2.38e-01h  3
  65  4.9091891e-01 3.73e+02 1.63e-01  -1.1 2.17e+02    -  1.00e+00 5.00e-01h  2
  66  8.0478425e-01 2.69e+02 6.96e-01  -1.1 1.24e+03    -  7.36e-01 5.00e-01h  2
  67 -8.3674187e-01 1.91e+03 3.68e-01  -1.1 6.94e+02    -  1.00e+00 1.00e+00w  1
  68  8.6840928e-01 7.73e+02 4.45e-01  -1.1 6.62e+02    -  7.21e-01 1.00e+00w  1
  69  9.6773104e-01 9.35e+02 5.22e-01  -1.1 8.30e+02    -  6.39e-01 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70 -1.5978810e-02 3.60e+02 4.11e-01  -1.1 4.51e+02    -  1.00e+00 5.00e-01h  1
  71  7.9634087e-03 3.04e+02 5.19e-01  -1.1 7.69e+02    -  9.72e-01 5.00e-01h  2
  72 -1.0077971e+00 7.83e+02 1.74e-01  -1.1 6.93e+02    -  7.31e-01 3.66e-01h  2
  73 -7.5606271e-01 6.91e+02 1.53e-01  -1.1 5.51e+02    -  1.00e+00 1.25e-01h  4
  74 -3.8645303e-01 5.66e+02 2.25e-01  -1.1 7.26e+02    -  7.74e-01 2.50e-01h  3
  75 -2.3421579e-01 5.07e+02 1.65e-01  -1.1 4.21e+02    -  1.00e+00 1.25e-01h  4
  76 -9.7914706e-02 4.50e+02 1.73e-01  -1.1 5.96e+02    -  1.00e+00 1.25e-01h  4
  77  2.5336358e-02 4.01e+02 1.15e-01  -1.1 7.52e+02    -  1.00e+00 1.25e-01h  4
  78  5.5635449e-02 3.89e+02 1.12e-01  -1.1 5.86e+02    -  1.00e+00 3.12e-02h  6
  79  5.7265600e-02 3.89e+02 1.12e-01  -1.1 9.38e+02    -  1.00e+00 1.95e-03h 10
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  5.5074938e-01 3.49e+02 1.38e-01  -1.1 3.98e+02    -  1.00e+00 5.00e-01h  2
  81  1.2074890e+00 6.96e+02 2.93e-01  -1.1 2.94e+02    -  9.19e-01 1.00e+00w  1
  82  1.0840011e+00 6.42e+02 7.08e-01  -1.1 2.82e+02    -  1.00e+00 1.00e+00w  1
  83 -1.3419360e+00 3.92e+03 5.96e-01  -1.1 6.99e+02    -  8.71e-01 7.02e-01h  1
  84 -6.8746496e-01 3.09e+03 4.91e-01  -1.1 2.56e+02    -  7.92e-01 2.50e-01h  3
  85 -9.9764854e-02 2.28e+03 7.28e-01  -1.1 5.62e+02    -  6.01e-01 2.90e-01h  2
  86  8.0731276e-02 1.68e+03 4.67e-01  -1.1 1.10e+03    -  6.08e-01 2.92e-01h  2
  87  1.9056407e-01 1.36e+03 1.09e+00  -1.1 5.91e+02    -  1.00e+00 2.38e-01h  2
  88  2.3699326e-01 1.26e+03 9.42e-01  -1.1 5.74e+02    -  9.91e-01 7.55e-02h  4
  89  6.2676151e-01 7.65e+02 4.88e-01  -1.1 6.81e+02    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  4.8326587e-01 5.29e+02 1.18e+00  -1.1 4.83e+02    -  1.00e+00 5.00e-01h  2
  91 -6.2172376e-01 5.32e+03 8.60e-01  -1.1 9.46e+02    -  6.78e-01 1.00e+00h  1
  92  7.8265797e-02 3.32e+03 4.89e-01  -1.1 3.74e+02    -  3.43e-01 5.00e-01h  2
  93  2.6582025e-01 2.66e+03 3.65e-01  -1.1 5.92e+02    -  1.00e+00 2.50e-01h  3
  94  4.1386216e-01 2.10e+03 2.52e-01  -1.1 3.60e+02    -  1.00e+00 2.30e-01h  3
  95  4.2829854e-01 2.04e+03 2.47e-01  -1.1 8.51e+02    -  9.09e-01 3.12e-02h  6
  96  4.2967322e-01 2.03e+03 2.46e-01  -1.1 5.15e+02    -  1.00e+00 1.95e-03h 10
  97  9.0102597e-01 1.50e+03 3.82e-01  -1.1 4.62e+02    -  1.00e+00 1.00e+00h  1
  98  9.5844859e-01 8.93e+02 4.64e-01  -1.1 5.50e+02    -  1.00e+00 1.00e+00h  1
  99 -2.7479621e+00 1.92e+04 8.34e-01  -1.1 1.10e+03    -  5.29e-01 6.30e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100 -1.3551069e+00 1.29e+04 5.61e-01  -1.1 5.16e+02    -  2.09e-01 4.21e-01h  2
 101 -2.5038133e-01 7.83e+03 3.75e-01  -1.1 4.24e+02    -  6.56e-01 4.65e-01h  2
 102  3.9310654e-01 4.70e+03 4.37e-01  -1.1 9.44e+02    -  8.80e-01 5.00e-01h  2
 103  4.3018945e-01 3.39e+03 3.95e-01  -1.1 5.53e+02    -  9.52e-01 5.00e-01h  2
 104  8.6299023e-01 2.50e+03 2.50e-01  -1.1 1.26e+03    -  1.00e+00 1.00e+00h  1
 105  8.6894078e-01 2.25e+03 1.53e-01  -1.1 1.77e+03    -  1.00e+00 5.00e-01h  2
 106  7.8352242e-01 4.19e+03 1.07e-01  -1.1 2.90e+03    -  9.94e-01 1.00e+00h  1
 107  7.5768219e-01 2.44e+03 7.00e-02  -1.1 1.03e+03    -  8.61e-01 1.00e+00h  1
 108  8.2003373e-01 1.75e+03 2.64e-01  -1.1 1.44e+03    -  7.45e-01 5.00e-01h  2
 109  8.8522150e-01 1.44e+03 2.73e-01  -1.1 1.46e+03    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  6.3431353e-01 7.64e+02 1.04e-01  -1.1 4.28e+03    -  7.29e-01 5.00e-01h  2
 111  7.8743062e-01 5.60e+02 2.24e-01  -1.1 8.56e+02    -  6.94e-01 5.00e-01h  2
 112  7.7942892e-01 4.24e+02 1.25e-01  -1.1 2.12e+03    -  1.00e+00 5.00e-01h  2
 113  8.2818625e-01 4.55e+02 1.82e-01  -1.1 1.01e+03    -  6.12e-01 5.00e-01h  2
 114  9.3751610e-01 5.04e+02 1.65e-01  -1.1 1.11e+03    -  1.00e+00 5.00e-01h  2
 115  8.4221635e-01 4.13e+02 1.06e-01  -1.1 5.01e+02    -  1.00e+00 2.50e-01h  3
 116  8.8557010e-01 4.00e+02 1.16e-01  -1.1 1.02e+03    -  1.00e+00 2.41e-01h  3
 117  9.3347140e-01 3.08e+02 2.41e-01  -1.1 6.83e+02    -  8.14e-01 2.50e-01h  3
 118 -5.6342058e-03 5.90e+03 4.06e-01  -1.1 1.71e+03    -  1.00e+00 1.00e+00w  1
 119  7.2739788e-01 1.80e+03 3.30e-01  -1.1 1.12e+03    -  8.11e-01 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  5.7072313e-01 1.07e+03 1.30e-01  -1.1 2.17e+03    -  5.01e-01 5.14e-01w  1
 121  6.9869500e-01 2.72e+02 1.12e-01  -1.1 2.92e+03    -  1.00e+00 2.50e-01h  2
 122  8.5061042e-01 3.30e+02 9.29e-01  -1.1 6.93e+02    -  7.65e-01 3.93e-01h  2
 123 -8.6271972e-01 1.10e+03 5.62e-01  -1.1 1.11e+03    -  1.00e+00 1.00e+00h  1
 124 -2.6550467e+00 2.65e+03 5.14e-01  -1.1 1.24e+03    -  4.58e-01 7.53e-01h  1
 125 -1.6076333e+00 1.84e+03 3.94e-01  -1.1 3.34e+02    -  5.81e-01 3.43e-01h  2
 126 -5.1210739e-01 1.05e+03 1.85e-01  -1.1 1.06e+03    -  5.14e-01 5.00e-01h  2
 127  8.7246193e-02 6.55e+02 7.91e-02  -1.1 9.22e+02    -  7.11e-01 5.00e-01h  2
 128  4.5327563e-01 7.07e+02 6.19e-01  -1.1 1.29e+03    -  1.00e+00 5.00e-01h  2
 129  2.5367558e-01 3.58e+02 1.61e-01  -1.1 1.29e+03    -  7.64e-01 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  5.2031870e-01 2.99e+02 9.44e-02  -1.1 8.63e+02    -  7.18e-01 2.50e-01h  3
 131  7.0190853e-01 2.50e+02 8.82e-02  -1.1 5.85e+02    -  8.91e-01 2.50e-01h  3
 132  1.0494393e+00 2.65e+02 7.02e-01  -1.1 4.94e+02    -  1.00e+00 5.00e-01h  2
 133  8.7288355e-01 1.61e+02 3.81e-01  -1.1 5.42e+02    -  1.00e+00 5.00e-01h  2
 134 -2.1359401e-01 4.75e+02 2.87e-01  -1.1 3.69e+02    -  1.00e+00 5.00e-01h  2
 135  7.6418405e-01 1.13e+03 3.98e-01  -1.1 4.70e+02    -  1.00e+00 1.00e+00w  1
 136  5.5205011e-01 1.01e+03 2.72e-01  -1.1 1.19e+03    -  9.07e-01 6.59e-01w  1
 137  8.3105960e-01 8.43e+02 7.49e-02  -1.1 9.30e+02    -  1.00e+00 1.00e+00w  1
 138  3.0850507e-02 4.29e+02 1.43e-01  -1.1 1.08e+03    -  1.00e+00 2.50e-01h  2
 139  2.1040782e-02 5.00e+02 1.36e-01  -1.1 1.49e+03    -  7.52e-01 2.62e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  2.3201692e-01 4.17e+02 9.15e-02  -1.1 6.96e+02    -  8.53e-01 2.07e-01h  3
 141  4.3751421e-01 3.50e+02 6.47e-02  -1.1 7.84e+02    -  7.84e-01 2.50e-01h  3
 142  1.7076066e+00 8.58e+01 4.39e-01  -1.1 8.24e+02    -  7.73e-01 1.00e+00h  1
 143  1.4539612e+00 8.62e+01 7.58e-02  -1.1 2.87e+02    -  1.00e+00 5.00e-01h  2
 144  1.3075463e+00 1.13e+02 1.44e-01  -1.1 4.10e+02    -  1.00e+00 5.00e-01h  2
 145  1.2105989e+00 1.42e+02 1.54e-01  -1.1 5.60e+02    -  1.00e+00 5.00e-01h  2
 146  1.6247740e+00 8.52e+01 3.38e-01  -1.1 4.00e+02    -  1.00e+00 1.00e+00h  1
 147  1.3688943e+00 1.02e+02 2.06e-01  -1.1 2.31e+02    -  1.00e+00 2.50e-01h  3
 148  1.4923700e+00 9.07e+01 1.38e-01  -1.1 9.73e+01    -  1.00e+00 1.00e+00h  1
 149  1.4481738e+00 7.12e+01 6.86e-02  -1.1 1.38e+02    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  1.5272313e+00 6.31e+01 1.60e-01  -1.1 1.09e+02    -  1.00e+00 5.00e-01h  2
 151  1.4861784e+00 3.80e+01 1.49e-01  -1.1 1.93e+02    -  1.00e+00 5.00e-01h  2
 152  1.5221843e+00 3.82e+01 8.42e-02  -1.1 9.87e+01    -  1.00e+00 2.50e-01h  3
 153  1.5887275e+00 2.60e+01 1.79e-01  -1.1 7.52e+01    -  1.00e+00 5.00e-01h  2
 154  1.7256984e+00 2.06e+01 6.35e-01  -1.1 6.67e+01    -  1.00e+00 1.00e+00h  1
 155  1.5910567e+00 2.23e+01 2.50e-01  -1.1 6.58e+01    -  1.00e+00 5.00e-01h  2
 156  1.8275804e+00 3.48e+01 2.50e-01  -1.1 1.66e+01    -  1.00e+00 1.00e+00H  1
 157  1.6310460e+00 2.23e+01 1.35e-01  -1.1 8.63e+01    -  1.00e+00 5.00e-01h  2
 158  1.6604157e+00 2.05e+01 9.99e-02  -1.1 1.51e+02    -  1.00e+00 5.00e-01h  2
 159  1.6810980e+00 3.65e+01 2.22e-01  -1.1 6.95e+01    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  1.7522375e+00 1.87e+01 1.17e-01  -1.1 2.66e+01    -  1.00e+00 1.00e+00h  1
 161  1.8413388e+00 2.73e+01 1.27e-01  -1.1 2.30e+01    -  1.00e+00 1.00e+00H  1
 162  1.8786284e+00 2.74e+01 1.12e-01  -1.1 3.21e+01    -  1.00e+00 1.00e+00H  1
 163  1.7224151e+00 2.88e+01 1.29e-01  -1.1 9.31e+01    -  1.00e+00 1.00e+00h  1
 164  1.7297170e+00 2.14e+01 8.14e-02  -1.1 8.89e+01    -  1.00e+00 5.00e-01h  2
 165  1.7768576e+00 3.13e+01 1.36e-01  -1.1 4.11e+01    -  1.00e+00 1.00e+00h  1
 166  1.7499137e+00 2.04e+01 1.20e-01  -1.1 2.11e+01    -  1.00e+00 5.00e-01h  2
 167  1.8225188e+00 1.54e+01 2.48e-01  -1.1 1.68e+01    -  1.00e+00 1.00e+00h  1
 168  1.8239912e+00 5.82e+00 8.73e-02  -1.1 2.83e+01    -  1.00e+00 1.00e+00h  1
 169  1.7922411e+00 9.86e+00 1.05e-01  -1.1 3.38e+01    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  1.8114936e+00 6.47e+00 9.06e-02  -1.1 1.25e+01    -  1.00e+00 1.00e+00h  1
 171  1.8213783e+00 2.01e+00 1.19e-01  -1.1 4.92e+00    -  1.00e+00 1.00e+00h  1
 172  1.7786952e+00 1.99e+00 8.46e-02  -2.1 1.24e+01    -  9.95e-01 1.00e+00h  1
 173  1.5381845e+00 3.17e+01 1.01e-01  -2.1 4.54e+01    -  9.71e-01 9.48e-01h  1
 174  1.6331096e+00 1.40e+01 9.74e-02  -2.1 1.30e+01    -  1.00e+00 1.00e+00h  1
 175  1.6250230e+00 6.44e+00 3.14e-02  -2.1 7.32e+00    -  1.00e+00 1.00e+00h  1
 176  1.6265255e+00 2.68e+00 9.54e-02  -2.1 4.71e+00    -  1.00e+00 1.00e+00h  1
 177  1.6331531e+00 1.14e+00 4.76e-02  -2.1 3.50e+00    -  1.00e+00 1.00e+00h  1
 178  1.5900352e+00 1.49e+00 7.57e-02  -2.8 6.73e+00    -  7.24e-01 1.00e+00h  1
 179  1.5870762e+00 2.73e+00 3.24e-02  -2.6 3.14e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  1.5965420e+00 9.52e-01 5.38e-02  -2.6 2.41e+00    -  7.79e-01 1.00e+00h  1
 181  1.5900595e+00 9.69e-01 3.49e-02  -3.3 1.96e+00    -  9.90e-01 1.00e+00h  1
 182  1.5614076e+00 5.22e+00 4.70e-02  -3.0 5.40e+00    -  1.00e+00 1.00e+00h  1
 183  1.5720606e+00 2.21e+00 6.67e-02  -3.1 2.86e+00    -  7.85e-01 1.00e+00h  1
 184  1.5743110e+00 1.09e+00 2.79e-02  -3.1 2.37e+00    -  1.00e+00 1.00e+00h  1
 185  1.5725012e+00 8.24e-01 3.92e-02  -3.6 2.01e+00    -  9.94e-01 1.00e+00h  1
 186  1.5749300e+00 7.05e-01 5.33e-02  -3.9 1.79e+00    -  9.99e-01 1.00e+00h  1
 187  1.5677406e+00 9.01e-01 3.24e-02  -5.4 3.87e+00    -  4.34e-01 5.15e-01h  1
 188  1.5623493e+00 1.37e+00 4.72e-02  -4.3 2.35e+00    -  1.00e+00 1.00e+00h  1
 189  1.5651535e+00 5.22e-01 2.42e-02  -4.0 2.16e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  1.5678338e+00 1.88e-01 4.10e-02  -4.8 8.42e-01    -  1.00e+00 1.00e+00h  1
 191  1.5660833e+00 3.18e-01 4.25e-02  -5.2 1.52e+00    -  1.00e+00 1.00e+00h  1
 192  1.5476103e+00 4.26e+00 6.22e-02  -5.3 7.94e+00    -  1.00e+00 1.00e+00h  1
 193  1.5493802e+00 2.99e+00 4.72e-02  -5.4 5.17e+00    -  3.09e-01 4.13e-01h  1
 194  1.5099403e+00 6.14e+00 4.54e-02  -5.4 1.34e+01    -  1.63e-01 4.17e-01h  1
 195  1.5394066e+00 3.87e+00 4.09e-02  -5.4 4.61e+00    -  2.40e-01 1.00e+00h  1
 196  1.5469850e+00 5.23e+00 8.46e-02  -5.4 5.26e+00    -  3.21e-01 1.00e+00h  1
 197  1.5356853e+00 1.95e+00 3.89e-02  -5.4 4.47e+00    -  1.00e+00 8.55e-01h  1
 198  1.5164816e+00 9.52e+00 6.65e-02  -4.3 8.16e+00    -  9.75e-01 1.00e+00f  1
 199  1.5114206e+00 4.28e+00 7.74e-02  -4.0 6.13e+00    -  1.00e+00 5.86e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  1.5074767e+00 4.19e+00 1.20e-01  -4.0 6.47e+00    -  1.17e-01 4.58e-01h  1
 201  1.5237024e+00 1.71e+00 6.85e-02  -4.0 2.37e+00    -  3.73e-01 7.28e-01h  1
 202  1.5294598e+00 1.01e+00 9.73e-02  -3.7 2.34e+00    -  5.50e-01 1.00e+00h  1
 203  1.5190789e+00 1.77e+00 7.44e-02  -3.8 4.06e+00    -  6.18e-01 1.00e+00h  1
 204  1.5208912e+00 8.08e-01 3.28e-02  -3.9 2.31e+00    -  1.00e+00 1.00e+00h  1
 205  1.5338629e+00 4.73e-01 4.16e-02  -3.3 2.06e+00    -  1.00e+00 1.00e+00h  1
 206  1.5273431e+00 1.57e+00 7.31e-02  -3.0 2.32e+00    -  1.00e+00 1.00e+00h  1
 207  1.5297233e+00 5.40e-01 5.27e-02  -3.6 2.36e+00    -  9.98e-01 1.00e+00h  1
 208  1.5345177e+00 1.20e-01 5.23e-02  -3.7 1.47e+00    -  9.88e-01 1.00e+00h  1
 209  1.5317019e+00 2.98e-01 4.24e-02  -4.6 1.34e+00    -  1.00e+00 1.00e+00h  1
