
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 800                   yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/marcello/Documents/zhaw/BAZL/DRACONIAN/Dymos/gemini_traj_v4_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    26049
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      223
                     variables with only lower bounds:       30
                variables with lower and upper bounds:      108
                     variables with only upper bounds:        0
Total number of equality constraints.................:      177
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  1.5363008e+00 6.41e-01 7.67e-02  -3.0 2.76e+00    -  1.00e+00 9.69e-01h  1
 211  1.5301654e+00 4.66e-01 8.35e-02  -3.1 1.46e+00    -  1.00e+00 1.00e+00h  1
 212  1.5311781e+00 2.75e-01 1.75e-02  -3.7 1.35e+00    -  9.99e-01 1.00e+00h  1
 213  1.5288240e+00 3.85e-01 4.49e-02  -3.3 1.42e+00    -  1.00e+00 1.00e+00h  1
 214  1.5283993e+00 1.32e-01 7.27e-02  -4.0 7.06e-01    -  1.00e+00 1.00e+00h  1
 215  1.5202056e+00 3.99e-01 7.32e-02  -4.7 1.60e+00    -  1.00e+00 1.00e+00h  1
 216  1.5257362e+00 5.69e-01 7.59e-02  -3.7 1.01e+00    -  1.00e+00 1.00e+00h  1
 217  1.5287355e+00 1.64e-01 3.71e-02  -4.4 6.05e-01    -  1.00e+00 1.00e+00h  1
 218  1.5245814e+00 2.59e-01 2.46e-02  -4.4 1.25e+00    -  1.00e+00 1.00e+00h  1
 219  1.5255185e+00 2.36e-01 2.58e-02  -4.9 6.72e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.5257385e+00 1.68e-01 2.10e-02  -5.3 5.47e-01    -  1.00e+00 1.00e+00h  1
 221  1.5263950e+00 1.98e-02 1.32e-02  -5.1 3.11e-01    -  1.00e+00 1.00e+00h  1
 222  1.4978635e+00 3.48e+00 6.06e-02  -4.0 5.25e+00    -  1.00e+00 9.90e-01h  1
 223  1.5272962e+00 2.00e+00 6.62e-02  -4.1 3.37e+00    -  1.00e+00 7.16e-01h  1
 224  1.5326882e+00 1.71e+00 5.49e-02  -4.1 4.47e+00    -  4.39e-01 1.62e-01h  1
 225  1.5256151e+00 2.58e+00 1.12e-01  -4.1 1.13e+01    -  2.47e-01 2.91e-01h  1
 226  1.5189710e+00 2.24e+00 5.77e-02  -4.1 5.71e+00    -  7.15e-01 1.67e-01h  1
 227  1.4797779e+00 1.07e+01 8.46e-02  -4.1 6.99e+00    -  1.00e+00 8.88e-01h  1
 228  1.5110363e+00 3.63e+00 5.51e-02  -4.1 4.97e+00    -  8.32e-01 1.00e+00h  1
 229  1.4914299e+00 2.22e+00 5.78e-02  -4.1 5.65e+00    -  8.00e-01 5.54e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  1.4954333e+00 4.14e+00 1.56e-01  -4.1 5.46e+00    -  2.31e-01 8.56e-01h  1
 231  1.5128962e+00 5.68e-01 5.56e-02  -4.1 2.58e+00    -  5.95e-02 1.00e+00h  1
 232  1.5229731e+00 5.10e-01 4.20e-02  -3.7 2.61e+00    -  5.89e-01 5.22e-01H  1
 233  1.5150708e+00 2.88e-01 7.39e-02  -3.9 1.54e+00    -  8.36e-01 1.00e+00h  1
 234  1.5185706e+00 3.77e-01 6.11e-02  -4.7 7.69e-01    -  1.00e+00 1.00e+00h  1
 235  1.5199325e+00 3.58e-01 6.14e-02  -4.3 7.06e-01    -  1.00e+00 9.74e-01h  1
 236  1.5192135e+00 2.99e-01 6.52e-02  -5.3 9.76e-01    -  6.14e-01 9.92e-01h  1
 237  1.5174833e+00 1.56e-01 6.75e-02  -5.6 8.63e-01    -  9.69e-01 5.34e-01h  1
 238  1.5134760e+00 4.04e-01 6.94e-02  -4.9 1.66e+00    -  1.00e+00 1.00e+00h  1
 239  1.5173158e+00 2.29e-01 2.91e-02  -4.4 1.03e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  1.5171476e+00 2.74e-01 2.24e-02  -4.7 1.08e+00    -  1.00e+00 1.00e+00h  1
 241  1.5137304e+00 3.80e-01 8.03e-02  -4.0 1.15e+00    -  1.00e+00 1.00e+00h  1
 242  1.5157623e+00 2.17e-01 4.05e-02  -4.8 1.22e+00    -  1.00e+00 1.00e+00h  1
 243  1.5149153e+00 2.06e-01 4.87e-02  -4.0 6.31e-01    -  1.00e+00 1.00e+00h  1
 244  1.5159319e+00 6.31e-02 7.82e-02  -4.9 4.59e-01    -  1.00e+00 1.00e+00h  1
 245  1.5151079e+00 5.66e-02 3.05e-02  -6.0 2.26e-01    -  1.00e+00 1.00e+00h  1
 246  1.5161355e+00 3.06e-02 5.55e-02  -5.4 3.39e-01    -  1.00e+00 1.00e+00h  1
 247  1.5161014e+00 3.64e-02 3.03e-02  -5.9 2.01e-01    -  1.00e+00 1.00e+00h  1
 248  1.5157734e+00 2.70e-02 6.09e-02  -6.9 4.33e-01    -  9.74e-01 2.58e-01h  1
 249  1.5158959e+00 1.68e-02 6.27e-02  -5.6 1.06e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  1.5156560e+00 2.34e-02 4.54e-02  -6.6 1.86e-01    -  1.00e+00 1.00e+00h  1
 251  1.5156693e+00 1.44e-02 1.88e-02  -5.9 8.99e-02    -  1.00e+00 1.00e+00h  1
 252  1.5156593e+00 9.49e-03 4.62e-02  -6.6 9.05e-02    -  1.00e+00 1.00e+00h  1
 253  1.5146038e+00 5.03e-02 7.50e-02  -5.4 5.68e-01    -  1.00e+00 1.00e+00h  1
 254  1.5148609e+00 4.29e-02 5.20e-02  -5.7 4.61e-01    -  1.00e+00 1.00e+00h  1
 255  1.5119378e+00 3.06e-01 7.94e-02  -5.4 1.43e+00    -  1.00e+00 1.00e+00h  1
 256  1.5138308e+00 1.23e-01 5.68e-02  -5.1 8.08e-01    -  1.00e+00 1.00e+00h  1
 257  1.4933856e+00 3.72e+00 5.87e-02  -4.6 5.17e+00    -  1.00e+00 1.00e+00h  1
 258  1.5133559e+00 1.15e+00 1.21e-01  -4.7 4.48e+00    -  1.00e+00 1.00e+00h  1
 259  1.5097041e+00 1.20e+00 9.44e-02  -4.8 3.87e+00    -  5.71e-01 7.99e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  1.4891748e+00 1.59e+00 5.80e-02  -4.1 4.17e+00    -  8.12e-01 6.36e-01f  1
 261  1.4988737e+00 1.60e+00 4.65e-02  -3.7 3.13e+00    -  1.00e+00 1.00e+00h  1
 262  1.4990207e+00 9.61e-01 5.24e-02  -4.3 2.60e+00    -  1.00e+00 1.00e+00h  1
 263  1.5054521e+00 5.80e-01 2.53e-02  -3.1 1.59e+00    -  8.35e-01 1.00e+00h  1
 264  1.5053851e+00 5.84e-01 6.71e-02  -3.4 1.47e+00    -  9.87e-01 1.00e+00h  1
 265  1.5041254e+00 5.04e-01 2.63e-02  -3.9 1.69e+00    -  1.00e+00 1.00e+00h  1
 266  1.4960664e+00 6.05e-01 5.52e-02  -3.9 1.83e+00    -  9.80e-01 1.00e+00h  1
 267  1.5022962e+00 4.50e-01 3.62e-02  -4.1 1.03e+00    -  1.00e+00 1.00e+00h  1
 268  1.5026539e+00 3.47e-01 4.51e-02  -3.9 1.09e+00    -  9.85e-01 1.00e+00h  1
 269  1.5023627e+00 1.45e-01 4.00e-02  -4.0 7.67e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  1.4997109e+00 2.91e-01 4.31e-02  -3.7 8.22e-01    -  1.00e+00 1.00e+00h  1
 271  1.5015863e+00 7.68e-02 2.96e-02  -4.5 6.15e-01    -  1.00e+00 1.00e+00h  1
 272  1.5006240e+00 3.51e-01 2.75e-02  -4.7 7.36e-01    -  1.00e+00 7.98e-01h  1
 273  1.5022587e+00 8.64e-02 2.80e-02  -4.4 5.51e-01    -  1.00e+00 1.00e+00h  1
 274  1.5018297e+00 5.96e-02 4.64e-02  -4.5 4.40e-01    -  1.00e+00 9.67e-01h  1
 275  1.5014536e+00 1.37e-01 2.25e-02  -4.5 3.98e-01    -  9.20e-01 9.93e-01f  1
 276  1.5022438e+00 1.25e-02 5.18e-02  -5.9 2.23e-01    -  1.00e+00 1.00e+00h  1
 277  1.5005490e+00 1.43e-01 1.97e-02  -4.1 5.04e-01    -  1.00e+00 1.00e+00h  1
 278  1.5015789e+00 4.63e-02 1.38e-02  -5.1 3.19e-01    -  1.00e+00 1.00e+00h  1
 279  1.5010739e+00 7.49e-02 5.34e-02  -5.5 1.39e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  1.5013508e+00 3.93e-02 1.83e-02  -6.7 7.96e-02    -  1.00e+00 1.00e+00h  1
 281  1.5007711e+00 6.27e-02 9.38e-03  -8.1 3.51e-01    -  9.95e-01 3.57e-01h  1
 282  1.5012614e+00 2.27e-02 1.00e-02  -6.5 7.10e-02    -  1.00e+00 6.38e-01h  1
 283  1.4933389e+00 5.36e-01 2.26e-02  -5.9 8.29e-01    -  1.00e+00 1.00e+00h  1
 284  1.4983729e+00 1.62e-01 1.61e-02  -5.6 7.97e-01    -  1.00e+00 1.00e+00h  1
 285  1.4986732e+00 2.71e-01 3.45e-02  -6.1 5.30e-01    -  1.00e+00 1.00e+00h  1
 286  1.5011661e+00 6.01e-02 9.99e-03  -6.3 2.51e-01    -  1.00e+00 1.00e+00h  1
 287  1.5004556e+00 4.44e-02 5.89e-02  -5.5 2.48e-01    -  1.00e+00 1.00e+00h  1
 288  1.4994779e+00 2.01e-01 1.57e-02  -5.3 3.37e-01    -  1.00e+00 1.00e+00h  1
 289  1.4997634e+00 1.05e-01 4.36e-02  -5.4 2.74e-01    -  1.00e+00 4.65e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  1.4736422e+00 2.63e+00 1.12e-01  -4.6 3.78e+00    -  1.00e+00 1.00e+00f  1
 291  1.4968644e+00 9.68e-01 6.39e-02  -5.0 2.01e+00    -  1.00e+00 1.00e+00h  1
 292  1.4914907e+00 5.98e-01 3.69e-02  -5.1 2.65e+00    -  1.00e+00 4.07e-01h  1
 293  1.5005456e+00 2.26e-01 6.99e-02  -4.9 1.37e+00    -  1.00e+00 1.00e+00h  1
 294  1.4942625e+00 6.22e-01 7.44e-02  -5.0 2.73e+00    -  4.27e-01 7.27e-01h  1
 295  1.4938528e+00 4.52e-01 3.48e-02  -5.0 2.17e+00    -  9.76e-01 2.44e-01h  1
 296  1.4662279e+00 4.68e+00 2.17e-01  -5.0 6.13e+00    -  1.00e+00 1.00e+00h  1
 297  1.4688827e+00 3.69e+00 1.12e-01  -5.0 5.92e+00    -  3.29e-01 3.11e-01h  1
 298  1.4799921e+00 1.72e+00 5.48e-02  -5.0 4.18e+00    -  1.54e-02 7.61e-01h  1
 299  1.4830501e+00 1.28e+00 7.32e-02  -5.0 3.92e+00    -  2.08e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  1.4844164e+00 7.85e-01 3.76e-02  -4.7 2.36e+00    -  1.00e+00 1.00e+00h  1
 301  1.4930407e+00 6.69e-01 1.08e-01  -4.3 2.29e+00    -  1.00e+00 1.00e+00h  1
 302  1.4934767e+00 7.68e-01 5.92e-02  -4.4 1.55e+00    -  6.13e-01 1.00e+00h  1
 303  1.4896949e+00 2.78e-01 4.22e-02  -4.4 1.27e+00    -  1.00e+00 8.81e-01h  1
 304  1.4957160e+00 3.90e-01 5.53e-02  -5.0 1.22e+00    -  9.32e-01 6.77e-01H  1
 305  1.4984684e+00 7.11e-02 5.08e-02  -4.7 6.67e-01    -  1.00e+00 1.00e+00h  1
 306  1.4898404e+00 1.16e+00 9.60e-02  -3.3 2.61e+00    -  9.76e-01 1.00e+00h  1
 307  1.4940366e+00 2.06e-01 4.00e-02  -3.4 1.71e+00    -  1.00e+00 1.00e+00h  1
 308  1.4909870e+00 8.79e-01 5.70e-02  -4.1 1.54e+00    -  1.00e+00 1.00e+00h  1
 309  1.4937257e+00 3.72e-01 3.79e-02  -4.2 1.12e+00    -  4.41e-01 5.84e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  1.4901107e+00 1.26e+00 4.35e-02  -3.5 2.86e+00    -  6.25e-01 1.00e+00f  1
 311  1.4912097e+00 5.36e-01 8.53e-02  -3.7 2.25e+00    -  1.00e+00 1.00e+00h  1
 312  1.4913248e+00 2.49e-01 3.40e-02  -3.7 9.10e-01    -  1.00e+00 1.00e+00h  1
 313  1.4940974e+00 2.29e-01 5.91e-02  -3.8 7.18e-01    -  9.96e-01 1.00e+00h  1
 314  1.4949874e+00 8.50e-02 4.61e-02  -4.7 3.61e-01    -  1.00e+00 1.00e+00h  1
 315  1.4943896e+00 9.34e-02 2.62e-02  -5.2 3.74e-01    -  1.00e+00 1.00e+00h  1
 316  1.4874138e+00 1.12e+00 9.71e-02  -3.4 2.43e+00    -  1.00e+00 1.00e+00h  1
 317  1.4997444e+00 1.29e+00 6.18e-02  -2.8 2.50e+00    -  9.23e-01 1.00e+00h  1
 318  1.4554575e+00 8.81e+00 9.08e-02  -2.9 6.05e+00    -  4.07e-01 1.00e+00h  1
 319  1.4973890e+00 5.99e+00 5.25e-02  -2.9 5.34e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  1.4779445e+00 4.39e+00 6.55e-02  -2.9 4.40e+00    -  8.30e-01 1.00e+00h  1
 321  1.4930919e+00 1.62e+00 5.58e-02  -2.9 4.06e+00    -  1.00e+00 1.00e+00h  1
 322  1.4968841e+00 1.10e+00 9.27e-02  -2.9 2.13e+00    -  9.51e-01 1.00e+00h  1
 323  1.4991103e+00 2.02e-01 7.32e-02  -2.9 1.52e+00    -  1.00e+00 1.00e+00h  1
 324  1.4927975e+00 6.51e-01 5.70e-02  -2.9 2.43e+00    -  1.00e+00 1.00e+00h  1
 325  1.4915553e+00 6.39e-01 4.65e-02  -2.9 1.40e+00    -  1.00e+00 1.00e+00h  1
 326  1.4916370e+00 8.30e-01 3.17e-02  -2.9 1.65e+00    -  1.00e+00 1.00e+00h  1
 327  1.4964452e+00 4.97e-01 2.50e-02  -2.9 1.49e+00    -  1.00e+00 1.00e+00h  1
 328  1.4941873e+00 3.38e-01 4.31e-02  -2.9 9.84e-01    -  1.00e+00 1.00e+00h  1
 329  1.4964239e+00 3.67e-02 2.96e-02  -2.9 5.18e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  1.4804905e+00 1.80e+00 8.71e-02  -2.9 3.00e+00    -  1.00e+00 1.00e+00h  1
 331  1.5018538e+00 1.15e+00 7.42e-02  -3.1 2.59e+00    -  1.00e+00 1.00e+00H  1
 332  1.4887797e+00 4.07e-01 7.24e-02  -3.3 1.32e+00    -  7.65e-01 1.00e+00h  1
 333  1.4867957e+00 4.44e-01 4.89e-02  -3.7 1.96e+00    -  1.00e+00 1.00e+00h  1
 334  1.4910889e+00 3.48e-01 4.11e-02  -3.8 1.93e+00    -  1.00e+00 1.00e+00h  1
 335  1.4919185e+00 1.26e-01 2.58e-02  -3.9 9.10e-01    -  1.00e+00 1.00e+00h  1
 336  1.4895512e+00 5.06e-01 2.25e-02  -4.1 9.38e-01    -  1.00e+00 1.00e+00h  1
 337  1.4894441e+00 1.85e-01 9.69e-03  -4.3 5.84e-01    -  1.00e+00 1.00e+00h  1
 338  1.4918168e+00 2.13e-02 5.27e-02  -5.1 4.69e-01    -  1.00e+00 1.00e+00H  1
 339  1.4890357e+00 2.48e-01 3.14e-02  -4.7 4.36e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  1.4879556e+00 1.07e-01 4.28e-02  -5.7 7.64e-01    -  1.00e+00 1.00e+00h  1
 341  1.4889523e+00 2.51e-02 3.52e-02  -5.9 3.42e-01    -  1.00e+00 1.00e+00h  1
 342  1.4857180e+00 4.07e-01 4.06e-02  -4.2 1.40e+00    -  1.00e+00 5.09e-01h  1
 343  1.4880355e+00 4.88e-02 4.00e-02  -5.3 5.04e-01    -  1.00e+00 1.00e+00h  1
 344  1.4817232e+00 9.72e-01 2.14e-02  -4.8 1.35e+00    -  1.00e+00 1.00e+00h  1
 345  1.4837630e+00 4.68e-01 1.05e-02 -10.8 1.13e+00    -  3.21e-01 5.25e-01h  1
 346  1.4816642e+00 8.49e-01 5.81e-02  -5.0 2.05e+00    -  1.00e+00 1.00e+00h  1
 347  1.4851473e+00 1.58e-01 2.76e-02  -4.7 1.55e+00    -  1.00e+00 1.00e+00h  1
 348  1.4699006e+00 2.77e+00 7.72e-02  -4.4 3.32e+00    -  1.00e+00 1.00e+00h  1
 349  1.4887964e+00 1.87e+00 6.70e-02  -3.1 4.10e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  1.4661115e+00 1.53e+00 7.81e-02  -3.2 2.20e+00    -  1.00e+00 1.00e+00h  1
 351  1.4824045e+00 5.16e-01 8.33e-02  -3.5 1.86e+00    -  9.97e-01 1.00e+00h  1
 352  1.4848093e+00 3.27e-01 2.89e-02  -3.6 1.24e+00    -  1.00e+00 1.00e+00h  1
 353  1.4861075e+00 2.19e-01 1.49e-02  -4.2 5.25e-01    -  9.98e-01 1.00e+00h  1
 354  1.4881143e+00 2.36e-02 4.69e-02  -5.2 6.89e-01    -  9.99e-01 1.00e+00H  1
 355  1.4851922e+00 6.00e-02 3.13e-02  -4.1 6.13e-01    -  1.00e+00 1.00e+00h  1
 356  1.4825120e+00 2.10e-01 1.27e-02  -4.5 7.04e-01    -  1.00e+00 1.00e+00h  1
 357  1.4850834e+00 8.38e-02 3.33e-02  -4.6 3.56e-01    -  1.00e+00 1.00e+00h  1
 358  1.4839324e+00 1.74e-01 5.62e-02  -5.2 4.45e-01    -  1.00e+00 1.00e+00h  1
 359  1.4844250e+00 3.13e-02 3.88e-02  -5.4 3.69e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  1.4772139e+00 1.28e+00 5.58e-02  -4.5 2.39e+00    -  1.00e+00 1.00e+00h  1
 361  1.4807367e+00 5.78e-01 3.72e-02  -4.7 1.72e+00    -  1.00e+00 1.00e+00h  1
 362  1.4757846e+00 9.46e-01 5.73e-02  -5.1 2.69e+00    -  1.00e+00 1.00e+00h  1
 363  1.4813955e+00 2.76e-01 4.00e-02  -5.8 1.55e+00    -  1.00e+00 1.00e+00h  1
 364  1.4719612e+00 2.04e+00 2.72e-02  -4.2 2.42e+00    -  1.00e+00 1.00e+00h  1
 365  1.4727244e+00 1.56e+00 2.67e-02  -4.3 2.22e+00    -  1.00e+00 2.50e-01h  1
 366  1.4646803e+00 9.91e-01 1.82e-02  -6.4 4.56e+00    -  4.43e-01 4.10e-01h  1
 367  1.4801030e+00 8.82e-01 6.66e-02  -4.3 2.26e+00    -  1.00e+00 1.00e+00h  1
 368  1.4751045e+00 5.06e-01 4.53e-02  -5.0 1.24e+00    -  1.00e+00 1.00e+00h  1
 369  1.4829150e+00 3.26e-01 8.23e-02  -3.3 1.87e+00    -  1.00e+00 9.96e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  1.4797021e+00 8.22e-01 3.41e-02  -3.4 2.04e+00    -  1.00e+00 1.00e+00h  1
 371  1.4814084e+00 5.15e-01 2.93e-02  -3.4 1.94e+00    -  1.00e+00 5.58e-01h  1
 372  1.4743771e+00 7.40e-01 5.97e-02  -3.4 3.34e+00    -  1.00e+00 5.36e-01h  1
 373  1.4785179e+00 2.16e-01 5.94e-02  -3.5 1.20e+00    -  9.95e-01 1.00e+00h  1
 374  1.4751636e+00 2.13e-01 4.83e-02  -3.6 1.12e+00    -  1.00e+00 1.00e+00h  1
 375  1.4754780e+00 3.33e-01 4.01e-02  -3.6 1.08e+00    -  1.00e+00 1.00e+00h  1
 376  1.4741160e+00 5.97e-01 1.31e-01  -4.2 9.03e-01    -  1.00e+00 1.00e+00h  1
 377  1.4797415e+00 4.54e-02 4.50e-02  -4.6 6.13e-01    -  1.00e+00 1.00e+00h  1
 378  1.4794200e+00 1.34e-01 2.75e-02  -4.1 7.67e-01    -  1.00e+00 1.00e+00h  1
 379  1.4764885e+00 2.95e-01 4.61e-02  -4.2 6.17e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  1.4784521e+00 6.45e-02 3.82e-02  -4.8 5.97e-01    -  1.00e+00 1.00e+00h  1
 381  1.4780619e+00 6.01e-02 8.88e-02  -5.6 2.92e-01    -  1.00e+00 1.00e+00h  1
 382  1.4778509e+00 3.07e-02 4.16e-02  -4.9 2.26e-01    -  1.00e+00 1.00e+00h  1
 383  1.4780163e+00 4.54e-02 4.52e-02  -6.1 1.51e-01    -  1.00e+00 1.00e+00h  1
 384  1.4782452e+00 5.63e-03 3.45e-02  -5.2 1.27e-01    -  1.00e+00 1.00e+00h  1
 385  1.4776730e+00 5.35e-02 4.06e-02  -3.8 5.49e-01    -  1.00e+00 2.88e-01h  1
 386  1.4778172e+00 2.22e-02 2.90e-02  -4.8 8.09e-02    -  1.00e+00 1.00e+00h  1
 387  1.4773178e+00 3.87e-02 3.54e-02  -5.1 1.31e-01    -  1.00e+00 1.00e+00h  1
 388  1.4777502e+00 7.82e-03 2.18e-02  -5.6 7.52e-02    -  1.00e+00 1.00e+00h  1
 389  1.4769841e+00 6.78e-02 2.00e-02  -6.4 1.07e+00    -  9.98e-01 2.09e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  1.4771677e+00 1.15e-02 5.25e-02  -5.4 1.95e-01    -  1.00e+00 1.00e+00h  1
 391  1.4730823e+00 2.45e-01 5.32e-02  -5.2 1.57e+00    -  1.00e+00 1.00e+00h  1
 392  1.4703793e+00 1.30e+00 3.97e-02  -5.5 3.51e+00    -  1.00e+00 1.00e+00h  1
 393  1.4593734e+00 5.03e+00 8.98e-02  -3.5 9.61e+00    -  1.00e+00 8.62e-01h  1
 394  1.4367816e+00 3.77e+00 1.18e-01  -3.6 2.06e+01    -  6.23e-01 5.87e-01h  1
 395  1.4257453e+00 2.82e+00 8.54e-02  -3.6 3.35e+01    -  8.12e-02 3.38e-01h  1
 396  1.3623372e+00 7.97e+00 4.40e-02  -3.6 2.68e+02    -  5.34e-02 1.09e-01h  1
 397  1.2347565e+00 2.23e+01 6.06e-02  -3.6 5.25e+02    -  9.76e-02 1.38e-01h  1
 398  1.1156274e+00 2.42e+01 5.89e-02  -3.6 2.48e+03    -  3.15e-02 2.85e-02h  1
 399  1.0200967e+00 2.44e+01 6.15e-02  -3.6 9.49e+03    -  4.77e-03 6.34e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  1.0492738e+00 1.48e+01 8.47e-02  -3.6 1.13e+01  -4.0 8.61e-02 4.39e-01h  1
 401  9.5477282e-01 1.30e+01 7.81e-02  -3.6 3.55e+02    -  2.25e-01 1.89e-01h  1
 402  7.1383493e-01 3.31e+01 3.64e-01  -3.6 1.10e+04    -  2.09e-02 1.48e-02h  1
 403  5.9055223e-01 3.58e+01 1.20e-01  -3.6 4.33e+03    -  1.12e-02 1.47e-02h  1
 404  5.5237535e-01 3.31e+01 9.99e-02  -3.6 4.12e+02    -  2.83e-02 8.52e-02h  1
 405  4.9328549e-01 3.24e+01 1.01e-01  -3.6 1.84e+03    -  5.33e-02 2.74e-02h  1
 406  4.6563481e-01 3.17e+01 1.05e-01  -3.6 6.98e+02    -  2.04e-02 5.31e-02h  1
 407  3.9616038e-01 3.23e+01 7.19e-02  -3.6 1.01e+03    -  1.59e-02 5.11e-02h  1
 408  3.7262258e-01 3.15e+01 7.75e-02  -3.6 7.97e+02    -  4.37e-02 2.53e-02h  1
 409  3.2711675e-01 3.28e+01 4.13e-01  -3.6 6.05e+02    -  4.34e-02 5.93e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  2.6284624e-01 3.06e+01 1.65e-01  -3.6 3.28e+02    -  1.64e-02 7.49e-02h  1
 411  2.6914119e-01 2.81e+01 1.46e-01  -3.6 3.96e+01    -  7.11e-03 1.22e-01h  1
 412  3.2243520e-01 2.47e+01 1.15e-01  -3.6 2.50e+02    -  5.88e-02 1.32e-01h  1
 413  2.1930419e-01 2.46e+01 1.82e-01  -3.6 1.08e+03    -  1.53e-02 2.66e-02h  1
 414  2.2914041e-01 2.37e+01 1.96e-01  -3.6 4.45e+01    -  1.95e-02 3.50e-02h  1
 415  2.4629547e-01 1.96e+01 1.43e-01  -3.6 9.38e+01    -  1.74e-01 1.82e-01h  1
 416  2.6327248e-01 1.61e+01 1.64e-01  -3.6 2.46e+01    -  1.54e-01 2.04e-01h  1
 417  2.9886637e-01 1.46e+01 1.46e-01  -3.6 1.16e+02    -  6.81e-03 1.06e-01h  1
 418  3.0650624e-01 1.32e+01 1.26e-01  -3.6 5.81e+01    -  5.08e-02 1.01e-01h  2
 419  4.3443173e-01 1.08e+01 3.02e-01  -3.6 1.04e+02    -  1.12e-01 3.88e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  4.2990755e-01 1.03e+01 2.40e-01  -3.6 1.07e+02    -  1.29e-01 9.63e-02h  1
 421  5.9419362e-01 7.70e+00 2.93e-01  -3.6 1.13e+02    -  2.88e-01 5.43e-01h  1
 422  5.4299382e-01 1.05e+01 2.78e-01  -3.6 1.30e+02    -  1.20e-01 6.18e-02h  1
 423  5.8630190e-01 7.40e+00 1.96e-01  -3.6 7.51e+01    -  1.11e-01 3.38e-01h  1
 424  5.4521370e-01 8.43e+00 1.69e-01  -3.6 1.71e+02    -  2.82e-01 1.28e-01h  1
 425  5.1202489e-01 9.98e+00 2.81e-01  -3.6 4.63e+01    -  8.51e-02 1.31e-01h  2
 426  5.9257844e-01 7.05e+00 1.57e-01  -3.6 7.31e+01    -  2.51e-01 3.39e-01h  1
