
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
              limited_memory_update_type = bfgs                  yes
                           linear_solver = mumps                 yes
                                max_iter = 600                   yes
                      nlp_scaling_method = gradient-based        yes
                             output_file = IPOPT.out             yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 0.0001                yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:        6
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:        6
                     variables with only lower bounds:        0
                variables with lower and upper bounds:        6
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        1
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  9.3716519e+05 0.00e+00 3.47e-01 -11.0 3.46e-01    -  1.00e+00 1.00e+00f  1
 171  9.3654078e+05 0.00e+00 3.47e-01 -11.0 3.47e-01    -  1.00e+00 1.00e+00f  1
 172  9.3591561e+05 0.00e+00 3.47e-01 -11.0 3.47e-01    -  1.00e+00 1.00e+00f  1
 173  9.3528970e+05 0.00e+00 3.47e-01 -11.0 3.47e-01    -  1.00e+00 1.00e+00f  1
 174  9.3466303e+05 0.00e+00 3.47e-01 -11.0 3.47e-01    -  1.00e+00 1.00e+00f  1
 175  9.3403561e+05 0.00e+00 3.48e-01 -11.0 3.47e-01    -  1.00e+00 1.00e+00f  1
 176  9.3340743e+05 0.00e+00 3.48e-01 -11.0 3.48e-01    -  1.00e+00 1.00e+00f  1
 177  9.3277850e+05 0.00e+00 3.48e-01 -11.0 3.48e-01    -  1.00e+00 1.00e+00f  1
 178  9.3214882e+05 0.00e+00 3.48e-01 -11.0 3.48e-01    -  1.00e+00 1.00e+00f  1
 179  9.3151837e+05 0.00e+00 3.48e-01 -11.0 3.48e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  9.3088716e+05 0.00e+00 3.49e-01 -11.0 3.48e-01    -  1.00e+00 1.00e+00f  1
 181  9.3025520e+05 0.00e+00 3.49e-01 -11.0 3.49e-01    -  1.00e+00 1.00e+00f  1
 182  9.2962247e+05 0.00e+00 3.49e-01 -11.0 3.49e-01    -  1.00e+00 1.00e+00f  1
 183  9.2898899e+05 0.00e+00 3.49e-01 -11.0 3.49e-01    -  1.00e+00 1.00e+00f  1
 184  9.2835473e+05 0.00e+00 3.49e-01 -11.0 3.49e-01    -  1.00e+00 1.00e+00f  1
 185  9.2771972e+05 0.00e+00 3.50e-01 -11.0 3.49e-01    -  1.00e+00 1.00e+00f  1
 186  9.2708394e+05 0.00e+00 3.50e-01 -11.0 3.50e-01    -  1.00e+00 1.00e+00f  1
 187  9.2644739e+05 0.00e+00 3.50e-01 -11.0 3.50e-01    -  1.00e+00 1.00e+00f  1
 188  9.2581008e+05 0.00e+00 3.50e-01 -11.0 3.50e-01    -  1.00e+00 1.00e+00f  1
 189  9.2517199e+05 0.00e+00 3.51e-01 -11.0 3.50e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  9.2453314e+05 0.00e+00 3.51e-01 -11.0 3.51e-01    -  1.00e+00 1.00e+00f  1
 191  9.2389352e+05 0.00e+00 3.51e-01 -11.0 3.51e-01    -  1.00e+00 1.00e+00f  1
 192  9.2325312e+05 0.00e+00 3.51e-01 -11.0 3.51e-01    -  1.00e+00 1.00e+00f  1
 193  9.2261195e+05 0.00e+00 3.51e-01 -11.0 3.51e-01    -  1.00e+00 1.00e+00f  1
 194  9.2197001e+05 0.00e+00 3.52e-01 -11.0 3.51e-01    -  1.00e+00 1.00e+00f  1
 195  9.2132730e+05 0.00e+00 3.52e-01 -11.0 3.52e-01    -  1.00e+00 1.00e+00f  1
 196  9.2068380e+05 0.00e+00 3.52e-01 -11.0 3.52e-01    -  1.00e+00 1.00e+00f  1
 197  9.2003953e+05 0.00e+00 3.52e-01 -11.0 3.52e-01    -  1.00e+00 1.00e+00f  1
 198  9.1939449e+05 0.00e+00 3.52e-01 -11.0 3.52e-01    -  1.00e+00 1.00e+00f  1
 199  9.1874866e+05 0.00e+00 3.53e-01 -11.0 3.52e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  9.1810205e+05 0.00e+00 3.53e-01 -11.0 3.53e-01    -  1.00e+00 1.00e+00f  1
 201  9.1745466e+05 0.00e+00 3.53e-01 -11.0 3.53e-01    -  1.00e+00 1.00e+00f  1
 202  9.1680649e+05 0.00e+00 3.53e-01 -11.0 3.53e-01    -  1.00e+00 1.00e+00f  1
 203  9.1615754e+05 0.00e+00 3.53e-01 -11.0 3.53e-01    -  1.00e+00 1.00e+00f  1
 204  9.1550780e+05 0.00e+00 3.54e-01 -11.0 3.53e-01    -  1.00e+00 1.00e+00f  1
 205  9.1485727e+05 0.00e+00 3.54e-01 -11.0 3.54e-01    -  1.00e+00 1.00e+00f  1
 206  9.1420596e+05 0.00e+00 3.54e-01 -11.0 3.54e-01    -  1.00e+00 1.00e+00f  1
 207  9.1355386e+05 0.00e+00 3.54e-01 -11.0 3.54e-01    -  1.00e+00 1.00e+00f  1
 208  9.1290097e+05 0.00e+00 3.55e-01 -11.0 3.54e-01    -  1.00e+00 1.00e+00f  1
 209  9.1224729e+05 0.00e+00 3.55e-01 -11.0 3.55e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  9.1159282e+05 0.00e+00 3.55e-01 -11.0 3.55e-01    -  1.00e+00 1.00e+00f  1
 211  9.1093756e+05 0.00e+00 3.55e-01 -11.0 3.55e-01    -  1.00e+00 1.00e+00f  1
 212  9.1028150e+05 0.00e+00 3.55e-01 -11.0 3.55e-01    -  1.00e+00 1.00e+00f  1
 213  9.0962465e+05 0.00e+00 3.56e-01 -11.0 3.55e-01    -  1.00e+00 1.00e+00f  1
 214  9.0896700e+05 0.00e+00 3.56e-01 -11.0 3.56e-01    -  1.00e+00 1.00e+00f  1
 215  9.0830856e+05 0.00e+00 3.56e-01 -11.0 3.56e-01    -  1.00e+00 1.00e+00f  1
 216  9.0764932e+05 0.00e+00 3.56e-01 -11.0 3.56e-01    -  1.00e+00 1.00e+00f  1
 217  9.0698928e+05 0.00e+00 3.56e-01 -11.0 3.56e-01    -  1.00e+00 1.00e+00f  1
 218  9.0632844e+05 0.00e+00 3.57e-01 -11.0 3.56e-01    -  1.00e+00 1.00e+00f  1
 219  9.0566680e+05 0.00e+00 3.57e-01 -11.0 3.57e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  9.0500436e+05 0.00e+00 3.57e-01 -11.0 3.57e-01    -  1.00e+00 1.00e+00f  1
 221  9.0434111e+05 0.00e+00 3.57e-01 -11.0 3.57e-01    -  1.00e+00 1.00e+00f  1
 222  9.0367706e+05 0.00e+00 3.58e-01 -11.0 3.57e-01    -  1.00e+00 1.00e+00f  1
 223  9.0301220e+05 0.00e+00 3.58e-01 -11.0 3.58e-01    -  1.00e+00 1.00e+00f  1
 224  9.0234654e+05 0.00e+00 3.58e-01 -11.0 3.58e-01    -  1.00e+00 1.00e+00f  1
 225  9.0168007e+05 0.00e+00 3.58e-01 -11.0 3.58e-01    -  1.00e+00 1.00e+00f  1
 226  9.0101279e+05 0.00e+00 3.58e-01 -11.0 3.58e-01    -  1.00e+00 1.00e+00f  1
 227  9.0034470e+05 0.00e+00 3.59e-01 -11.0 3.58e-01    -  1.00e+00 1.00e+00f  1
 228  8.9967580e+05 0.00e+00 3.59e-01 -11.0 3.59e-01    -  1.00e+00 1.00e+00f  1
 229  8.9900609e+05 0.00e+00 3.59e-01 -11.0 3.59e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  8.9833556e+05 0.00e+00 3.59e-01 -11.0 3.59e-01    -  1.00e+00 1.00e+00f  1
 231  8.9766422e+05 0.00e+00 3.60e-01 -11.0 3.59e-01    -  1.00e+00 1.00e+00f  1
 232  8.9699207e+05 0.00e+00 3.60e-01 -11.0 3.60e-01    -  1.00e+00 1.00e+00f  1
 233  8.9631909e+05 0.00e+00 3.60e-01 -11.0 3.60e-01    -  1.00e+00 1.00e+00f  1
 234  8.9564530e+05 0.00e+00 3.60e-01 -11.0 3.60e-01    -  1.00e+00 1.00e+00f  1
 235  8.9497069e+05 0.00e+00 3.60e-01 -11.0 3.60e-01    -  1.00e+00 1.00e+00f  1
 236  8.9429526e+05 0.00e+00 3.61e-01 -11.0 3.60e-01    -  1.00e+00 1.00e+00f  1
 237  8.9361901e+05 0.00e+00 3.61e-01 -11.0 3.61e-01    -  1.00e+00 1.00e+00f  1
 238  8.9294194e+05 0.00e+00 3.61e-01 -11.0 3.61e-01    -  1.00e+00 1.00e+00f  1
 239  8.9226405e+05 0.00e+00 3.61e-01 -11.0 3.61e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  8.9158533e+05 0.00e+00 3.62e-01 -11.0 3.61e-01    -  1.00e+00 1.00e+00f  1
 241  8.9090578e+05 0.00e+00 3.62e-01 -11.0 3.62e-01    -  1.00e+00 1.00e+00f  1
 242  8.9022541e+05 0.00e+00 3.62e-01 -11.0 3.62e-01    -  1.00e+00 1.00e+00f  1
 243  8.8954421e+05 0.00e+00 3.62e-01 -11.0 3.62e-01    -  1.00e+00 1.00e+00f  1
 244  8.8886218e+05 0.00e+00 3.62e-01 -11.0 3.62e-01    -  1.00e+00 1.00e+00f  1
 245  8.8817932e+05 0.00e+00 3.63e-01 -11.0 3.62e-01    -  1.00e+00 1.00e+00f  1
 246  8.8749563e+05 0.00e+00 3.63e-01 -11.0 3.63e-01    -  1.00e+00 1.00e+00f  1
 247  8.8681111e+05 0.00e+00 3.63e-01 -11.0 3.63e-01    -  1.00e+00 1.00e+00f  1
 248  8.8612575e+05 0.00e+00 3.63e-01 -11.0 3.63e-01    -  1.00e+00 1.00e+00f  1
 249  8.8543956e+05 0.00e+00 3.63e-01 -11.0 3.63e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  8.8475253e+05 0.00e+00 3.64e-01 -11.0 3.63e-01    -  1.00e+00 1.00e+00f  1
 251  8.8406467e+05 0.00e+00 3.64e-01 -11.0 3.64e-01    -  1.00e+00 1.00e+00f  1
 252  8.8337597e+05 0.00e+00 3.64e-01 -11.0 3.64e-01    -  1.00e+00 1.00e+00f  1
 253  8.8268643e+05 0.00e+00 3.64e-01 -11.0 3.64e-01    -  1.00e+00 1.00e+00f  1
 254  8.8199605e+05 0.00e+00 3.65e-01 -11.0 3.64e-01    -  1.00e+00 1.00e+00f  1
 255  8.8130482e+05 0.00e+00 3.65e-01 -11.0 3.65e-01    -  1.00e+00 1.00e+00f  1
 256  8.8061276e+05 0.00e+00 3.65e-01 -11.0 3.65e-01    -  1.00e+00 1.00e+00f  1
 257  8.7991985e+05 0.00e+00 3.65e-01 -11.0 3.65e-01    -  1.00e+00 1.00e+00f  1
 258  8.7922610e+05 0.00e+00 3.65e-01 -11.0 3.65e-01    -  1.00e+00 1.00e+00f  1
 259  8.7853150e+05 0.00e+00 3.66e-01 -11.0 3.65e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  8.7783605e+05 0.00e+00 3.66e-01 -11.0 3.66e-01    -  1.00e+00 1.00e+00f  1
 261  8.7713976e+05 0.00e+00 3.66e-01 -11.0 3.66e-01    -  1.00e+00 1.00e+00f  1
 262  8.7644261e+05 0.00e+00 3.66e-01 -11.0 3.66e-01    -  1.00e+00 1.00e+00f  1
 263  8.7574462e+05 0.00e+00 3.67e-01 -11.0 3.66e-01    -  1.00e+00 1.00e+00f  1
 264  8.7504577e+05 0.00e+00 3.67e-01 -11.0 3.67e-01    -  1.00e+00 1.00e+00f  1
 265  8.7434607e+05 0.00e+00 3.67e-01 -11.0 3.67e-01    -  1.00e+00 1.00e+00f  1
 266  8.7364552e+05 0.00e+00 3.67e-01 -11.0 3.67e-01    -  1.00e+00 1.00e+00f  1
 267  8.7294411e+05 0.00e+00 3.68e-01 -11.0 3.67e-01    -  1.00e+00 1.00e+00f  1
 268  8.7224185e+05 0.00e+00 3.68e-01 -11.0 3.68e-01    -  1.00e+00 1.00e+00f  1
 269  8.7153872e+05 0.00e+00 3.68e-01 -11.0 3.68e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  8.7083474e+05 0.00e+00 3.68e-01 -11.0 3.68e-01    -  1.00e+00 1.00e+00f  1
 271  8.7012990e+05 0.00e+00 3.68e-01 -11.0 3.68e-01    -  1.00e+00 1.00e+00f  1
 272  8.6942420e+05 0.00e+00 3.69e-01 -11.0 3.68e-01    -  1.00e+00 1.00e+00f  1
 273  8.6871764e+05 0.00e+00 3.69e-01 -11.0 3.69e-01    -  1.00e+00 1.00e+00f  1
 274  8.6801021e+05 0.00e+00 3.69e-01 -11.0 3.69e-01    -  1.00e+00 1.00e+00f  1
 275  8.6730192e+05 0.00e+00 3.69e-01 -11.0 3.69e-01    -  1.00e+00 1.00e+00f  1
 276  8.6659276e+05 0.00e+00 3.70e-01 -11.0 3.69e-01    -  1.00e+00 1.00e+00f  1
 277  8.6588274e+05 0.00e+00 3.70e-01 -11.0 3.70e-01    -  1.00e+00 1.00e+00f  1
 278  8.6517185e+05 0.00e+00 3.70e-01 -11.0 3.70e-01    -  1.00e+00 1.00e+00f  1
 279  8.6446009e+05 0.00e+00 3.70e-01 -11.0 3.70e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  8.6374746e+05 0.00e+00 3.70e-01 -11.0 3.70e-01    -  1.00e+00 1.00e+00f  1
 281  8.6303396e+05 0.00e+00 3.71e-01 -11.0 3.70e-01    -  1.00e+00 1.00e+00f  1
 282  8.6231959e+05 0.00e+00 3.71e-01 -11.0 3.71e-01    -  1.00e+00 1.00e+00f  1
 283  8.6160434e+05 0.00e+00 3.71e-01 -11.0 3.71e-01    -  1.00e+00 1.00e+00f  1
 284  8.6088822e+05 0.00e+00 3.71e-01 -11.0 3.71e-01    -  1.00e+00 1.00e+00f  1
 285  8.6017122e+05 0.00e+00 3.72e-01 -11.0 3.71e-01    -  1.00e+00 1.00e+00f  1
 286  8.5945334e+05 0.00e+00 3.72e-01 -11.0 3.72e-01    -  1.00e+00 1.00e+00f  1
 287  8.5873459e+05 0.00e+00 3.72e-01 -11.0 3.72e-01    -  1.00e+00 1.00e+00f  1
 288  8.5801496e+05 0.00e+00 3.72e-01 -11.0 3.72e-01    -  1.00e+00 1.00e+00f  1
 289  8.5729445e+05 0.00e+00 3.72e-01 -11.0 3.72e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  8.5657305e+05 0.00e+00 3.73e-01 -11.0 3.72e-01    -  1.00e+00 1.00e+00f  1
 291  8.5585077e+05 0.00e+00 3.73e-01 -11.0 3.73e-01    -  1.00e+00 1.00e+00f  1
 292  8.5512761e+05 0.00e+00 3.73e-01 -11.0 3.73e-01    -  1.00e+00 1.00e+00f  1
 293  8.5440357e+05 0.00e+00 3.73e-01 -11.0 3.73e-01    -  1.00e+00 1.00e+00f  1
 294  8.5367863e+05 0.00e+00 3.74e-01 -11.0 3.73e-01    -  1.00e+00 1.00e+00f  1
 295  8.5295281e+05 0.00e+00 3.74e-01 -11.0 3.74e-01    -  1.00e+00 1.00e+00f  1
 296  8.5222610e+05 0.00e+00 3.74e-01 -11.0 3.74e-01    -  1.00e+00 1.00e+00f  1
 297  8.5149850e+05 0.00e+00 3.74e-01 -11.0 3.74e-01    -  1.00e+00 1.00e+00f  1
 298  8.5077002e+05 0.00e+00 3.75e-01 -11.0 3.74e-01    -  1.00e+00 1.00e+00f  1
 299  8.5004063e+05 0.00e+00 3.75e-01 -11.0 3.75e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  8.4931036e+05 0.00e+00 3.75e-01 -11.0 3.75e-01    -  1.00e+00 1.00e+00f  1
 301  8.4857919e+05 0.00e+00 3.75e-01 -11.0 3.75e-01    -  1.00e+00 1.00e+00f  1
 302  8.4784712e+05 0.00e+00 3.75e-01 -11.0 3.75e-01    -  1.00e+00 1.00e+00f  1
 303  8.4711416e+05 0.00e+00 3.76e-01 -11.0 3.75e-01    -  1.00e+00 1.00e+00f  1
 304  8.4638030e+05 0.00e+00 3.76e-01 -11.0 3.76e-01    -  1.00e+00 1.00e+00f  1
 305  8.4564554e+05 0.00e+00 3.76e-01 -11.0 3.76e-01    -  1.00e+00 1.00e+00f  1
 306  8.4490988e+05 0.00e+00 3.76e-01 -11.0 3.76e-01    -  1.00e+00 1.00e+00f  1
 307  8.4417331e+05 0.00e+00 3.77e-01 -11.0 3.76e-01    -  1.00e+00 1.00e+00f  1
 308  8.4343585e+05 0.00e+00 3.77e-01 -11.0 3.77e-01    -  1.00e+00 1.00e+00f  1
 309  8.4269748e+05 0.00e+00 3.77e-01 -11.0 3.77e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  8.4195821e+05 0.00e+00 3.77e-01 -11.0 3.77e-01    -  1.00e+00 1.00e+00f  1
 311  8.4121802e+05 0.00e+00 3.78e-01 -11.0 3.77e-01    -  1.00e+00 1.00e+00f  1
 312  8.4047694e+05 0.00e+00 3.78e-01 -11.0 3.78e-01    -  1.00e+00 1.00e+00f  1
 313  8.3973494e+05 0.00e+00 3.78e-01 -11.0 3.78e-01    -  1.00e+00 1.00e+00f  1
 314  8.3899204e+05 0.00e+00 3.78e-01 -11.0 3.78e-01    -  1.00e+00 1.00e+00f  1
 315  8.3824822e+05 0.00e+00 3.78e-01 -11.0 3.78e-01    -  1.00e+00 1.00e+00f  1
 316  8.3750349e+05 0.00e+00 3.79e-01 -11.0 3.78e-01    -  1.00e+00 1.00e+00f  1
 317  8.3675785e+05 0.00e+00 3.79e-01 -11.0 3.79e-01    -  1.00e+00 1.00e+00f  1
 318  8.3601129e+05 0.00e+00 3.79e-01 -11.0 3.79e-01    -  1.00e+00 1.00e+00f  1
 319  8.3526382e+05 0.00e+00 3.79e-01 -11.0 3.79e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  8.3451543e+05 0.00e+00 3.80e-01 -11.0 3.79e-01    -  1.00e+00 1.00e+00f  1
 321  8.3376613e+05 0.00e+00 3.80e-01 -11.0 3.80e-01    -  1.00e+00 1.00e+00f  1
 322  8.3301590e+05 0.00e+00 3.80e-01 -11.0 3.80e-01    -  1.00e+00 1.00e+00f  1
 323  8.3226475e+05 0.00e+00 3.80e-01 -11.0 3.80e-01    -  1.00e+00 1.00e+00f  1
 324  8.3151268e+05 0.00e+00 3.81e-01 -11.0 3.80e-01    -  1.00e+00 1.00e+00f  1
 325  8.3075969e+05 0.00e+00 3.81e-01 -11.0 3.81e-01    -  1.00e+00 1.00e+00f  1
 326  8.3000578e+05 0.00e+00 3.81e-01 -11.0 3.81e-01    -  1.00e+00 1.00e+00f  1
 327  8.2925094e+05 0.00e+00 3.81e-01 -11.0 3.81e-01    -  1.00e+00 1.00e+00f  1
 328  8.2849517e+05 0.00e+00 3.81e-01 -11.0 3.81e-01    -  1.00e+00 1.00e+00f  1
 329  8.2773848e+05 0.00e+00 3.82e-01 -11.0 3.81e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  8.2698086e+05 0.00e+00 3.82e-01 -11.0 3.82e-01    -  1.00e+00 1.00e+00f  1
 331  8.2622231e+05 0.00e+00 3.82e-01 -11.0 3.82e-01    -  1.00e+00 1.00e+00f  1
 332  8.2546282e+05 0.00e+00 3.82e-01 -11.0 3.82e-01    -  1.00e+00 1.00e+00f  1
 333  8.2470241e+05 0.00e+00 3.83e-01 -11.0 3.82e-01    -  1.00e+00 1.00e+00f  1
 334  8.2394106e+05 0.00e+00 3.83e-01 -11.0 3.83e-01    -  1.00e+00 1.00e+00f  1
 335  8.2317878e+05 0.00e+00 3.83e-01 -11.0 3.83e-01    -  1.00e+00 1.00e+00f  1
 336  8.2241556e+05 0.00e+00 3.83e-01 -11.0 3.83e-01    -  1.00e+00 1.00e+00f  1
 337  8.2165140e+05 0.00e+00 3.84e-01 -11.0 3.83e-01    -  1.00e+00 1.00e+00f  1
 338  8.2088631e+05 0.00e+00 3.84e-01 -11.0 3.84e-01    -  1.00e+00 1.00e+00f  1
 339  8.2012028e+05 0.00e+00 3.84e-01 -11.0 3.84e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  8.1935331e+05 0.00e+00 3.84e-01 -11.0 3.84e-01    -  1.00e+00 1.00e+00f  1
 341  8.1858539e+05 0.00e+00 3.85e-01 -11.0 3.84e-01    -  1.00e+00 1.00e+00f  1
 342  8.1781654e+05 0.00e+00 3.85e-01 -11.0 3.85e-01    -  1.00e+00 1.00e+00f  1
 343  8.1704673e+05 0.00e+00 3.85e-01 -11.0 3.85e-01    -  1.00e+00 1.00e+00f  1
 344  8.1627599e+05 0.00e+00 3.85e-01 -11.0 3.85e-01    -  1.00e+00 1.00e+00f  1
 345  8.1550430e+05 0.00e+00 3.85e-01 -11.0 3.85e-01    -  1.00e+00 1.00e+00f  1
 346  8.1473166e+05 0.00e+00 3.86e-01 -11.0 3.85e-01    -  1.00e+00 1.00e+00f  1
 347  8.1395807e+05 0.00e+00 3.86e-01 -11.0 3.86e-01    -  1.00e+00 1.00e+00f  1
 348  8.1318353e+05 0.00e+00 3.86e-01 -11.0 3.86e-01    -  1.00e+00 1.00e+00f  1
 349  8.1240804e+05 0.00e+00 3.86e-01 -11.0 3.86e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  8.1163160e+05 0.00e+00 3.87e-01 -11.0 3.86e-01    -  1.00e+00 1.00e+00f  1
 351  8.1085421e+05 0.00e+00 3.87e-01 -11.0 3.87e-01    -  1.00e+00 1.00e+00f  1
 352  8.1007586e+05 0.00e+00 3.87e-01 -11.0 3.87e-01    -  1.00e+00 1.00e+00f  1
 353  8.0929656e+05 0.00e+00 3.87e-01 -11.0 3.87e-01    -  1.00e+00 1.00e+00f  1
 354  8.0851630e+05 0.00e+00 3.88e-01 -11.0 3.87e-01    -  1.00e+00 1.00e+00f  1
 355  8.0773508e+05 0.00e+00 3.88e-01 -11.0 3.88e-01    -  1.00e+00 1.00e+00f  1
 356  8.0695290e+05 0.00e+00 3.88e-01 -11.0 3.88e-01    -  1.00e+00 1.00e+00f  1
 357  8.0616977e+05 0.00e+00 3.88e-01 -11.0 3.88e-01    -  1.00e+00 1.00e+00f  1
 358  8.0538567e+05 0.00e+00 3.89e-01 -11.0 3.88e-01    -  1.00e+00 1.00e+00f  1
 359  8.0460060e+05 0.00e+00 3.89e-01 -11.0 3.89e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  8.0381458e+05 0.00e+00 3.89e-01 -11.0 3.89e-01    -  1.00e+00 1.00e+00f  1
 361  8.0302759e+05 0.00e+00 3.89e-01 -11.0 3.89e-01    -  1.00e+00 1.00e+00f  1
 362  8.0223963e+05 0.00e+00 3.90e-01 -11.0 3.89e-01    -  1.00e+00 1.00e+00f  1
 363  8.0145071e+05 0.00e+00 3.90e-01 -11.0 3.90e-01    -  1.00e+00 1.00e+00f  1
 364  8.0066082e+05 0.00e+00 3.90e-01 -11.0 3.90e-01    -  1.00e+00 1.00e+00f  1
 365  7.9986996e+05 0.00e+00 3.90e-01 -11.0 3.90e-01    -  1.00e+00 1.00e+00f  1
 366  7.9907812e+05 0.00e+00 3.90e-01 -11.0 3.90e-01    -  1.00e+00 1.00e+00f  1
 367  7.9828532e+05 0.00e+00 3.91e-01 -11.0 3.90e-01    -  1.00e+00 1.00e+00f  1
 368  7.9749154e+05 0.00e+00 3.91e-01 -11.0 3.91e-01    -  1.00e+00 1.00e+00f  1
 369  7.9669679e+05 0.00e+00 3.91e-01 -11.0 3.91e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  7.9590106e+05 0.00e+00 3.91e-01 -11.0 3.91e-01    -  1.00e+00 1.00e+00f  1
 371  7.9510436e+05 0.00e+00 3.92e-01 -11.0 3.91e-01    -  1.00e+00 1.00e+00f  1
 372  7.9430668e+05 0.00e+00 3.92e-01 -11.0 3.92e-01    -  1.00e+00 1.00e+00f  1
 373  7.9350802e+05 0.00e+00 3.92e-01 -11.0 3.92e-01    -  1.00e+00 1.00e+00f  1
 374  7.9270838e+05 0.00e+00 3.92e-01 -11.0 3.92e-01    -  1.00e+00 1.00e+00f  1
 375  7.9190776e+05 0.00e+00 3.93e-01 -11.0 3.92e-01    -  1.00e+00 1.00e+00f  1
 376  7.9110615e+05 0.00e+00 3.93e-01 -11.0 3.93e-01    -  1.00e+00 1.00e+00f  1
 377  7.9030357e+05 0.00e+00 3.93e-01 -11.0 3.93e-01    -  1.00e+00 1.00e+00f  1
 378  7.8950000e+05 0.00e+00 3.93e-01 -11.0 3.93e-01    -  1.00e+00 1.00e+00f  1
 379  7.8869544e+05 0.00e+00 3.94e-01 -11.0 3.93e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  7.8788990e+05 0.00e+00 3.94e-01 -11.0 3.94e-01    -  1.00e+00 1.00e+00f  1
 381  7.8708336e+05 0.00e+00 3.94e-01 -11.0 3.94e-01    -  1.00e+00 1.00e+00f  1
 382  7.8627584e+05 0.00e+00 3.94e-01 -11.0 3.94e-01    -  1.00e+00 1.00e+00f  1
 383  7.8546733e+05 0.00e+00 3.95e-01 -11.0 3.94e-01    -  1.00e+00 1.00e+00f  1
 384  7.8465783e+05 0.00e+00 3.95e-01 -11.0 3.95e-01    -  1.00e+00 1.00e+00f  1
 385  7.8384733e+05 0.00e+00 3.95e-01 -11.0 3.95e-01    -  1.00e+00 1.00e+00f  1
 386  7.8303584e+05 0.00e+00 3.95e-01 -11.0 3.95e-01    -  1.00e+00 1.00e+00f  1
